0 2 17.3988 3.65375
0 3 23.4036 4.91476
0 4 26.167 5.49507
0 5 14.6129 3.06871
0 6 15.8592 3.33043
0 7 17.4377 3.66192
0 8 7.6598 1.60856
0 9 11.637 2.44377
0 10 24.216 5.08536
0 11 20.1136 4.22386
0 12 36.2059 7.60324
0 13 31.1428 6.53999
0 14 39.1332 8.21797
0 15 16.6089 3.48787
0 16 19.0714 4.00499
0 17 22.1307 4.64745
0 18 34.5954 7.26503
0 19 30.2535 6.35323
1 3 36.2637 7.61538
1 4 31.209 6.55389
1 5 19.1393 4.01925
1 6 19.6731 4.13135
1 7 20.7925 4.36642
1 8 6.861 1.44081
1 9 19.0822 4.00726
1 10 28.2212 5.92645
1 11 11.9089 2.50087
1 12 14.1325 2.96782
1 13 33.9876 7.1374
1 14 29.6683 6.23034
1 15 24.3389 5.11117
1 16 22.2063 4.66332
1 17 31.4737 6.60948
1 18 25.373 5.32833
1 19 36.1905 7.6
2 4 16.2771 3.41819
2 5 26.5749 5.58073
2 6 23.8482 5.00812
2 7 17.4008 3.65417
2 8 20.5792 4.32163
2 9 30.7651 6.46067
2 10 36.1922 7.60036
2 11 12.4476 2.614
2 12 14.1675 2.97518
2 13 20.7419 4.3558
2 14 16.4652 3.45769
2 15 25.9798 5.45576
2 16 26.5465 5.57477
2 17 15.7747 3.31269
2 18 17.5452 3.68449
2 19 30.4496 6.39442
3 5 31.3796 6.58972
3 6 26.0027 5.46057
3 7 31.7424 6.6659
3 8 15.55 3.2655
3 9 23.8445 5.00734
3 10 30.9604 6.50168
3 11 24.1253 5.06631
3 12 21.589 4.53369
3 13 29.645 6.22545
3 14 29.9624 6.2921
3 15 28.0888 5.89865
3 16 24.5115 5.14741
3 17 24.1855 5.07895
3 18 44.8368 9.41573
3 19 47.2241 9.91706
4 6 24.1841 5.07866
4 7 31.0468 6.51983
4 8 26.9523 5.65998
4 9 20.439 4.29219
4 10 28.6427 6.01497
4 11 23.8378 5.00594
4 12 19.327 4.05867
4 13 42.6045 8.94694
4 14 26.3818 5.54018
4 15 29.4951 6.19397
4 16 24.8497 5.21844
4 17 28.1192 5.90503
4 18 28.7233 6.03189
4 19 14.2698 2.99666
5 7 35.2257 7.3974
5 8 21.0448 4.41941
5 9 10.0911 2.11913
5 10 24.6342 5.17318
5 11 26.1468 5.49083
5 12 28.6325 6.01283
5 13 28.4108 5.96627
5 14 33.7505 7.0876
5 15 32.5208 6.82937
5 16 20.956 4.40076
5 17 33.723 7.08183
5 18 18.8454 3.95753
5 19 17.8575 3.75008
6 8 30.4741 6.39956
6 9 16.0982 3.38062
6 10 29.2495 6.1424
6 11 30.8693 6.48255
6 12 12.7826 2.68435
6 13 16.6271 3.49169
6 14 20.6687 4.34043
6 15 19.4126 4.07665
6 16 34.2112 7.18435
6 17 20.6626 4.33915
6 18 17.8415 3.74672
6 19 15.6318 3.28268
7 9 36.6252 7.69129
7 10 33.1517 6.96186
7 11 27.7367 5.82471
7 12 12.5793 2.64165
7 13 18.7133 3.92979
7 14 19.0653 4.00371
7 15 22.9493 4.81935
7 16 23.3159 4.89634
7 17 23.9642 5.03248
7 18 24.4815 5.14112
7 19 26.1393 5.48925
8 10 13.326 2.79846
8 11 8.2329 1.72891
8 12 14.06 2.9526
8 13 9.6759 2.03194
8 14 11.0715 2.32502
8 15 23.0661 4.84388
8 16 18.2355 3.82945
8 17 27.6316 5.80264
8 18 9.7069 2.03845
8 19 23.5316 4.94164
9 11 27.0518 5.68088
9 12 15.1631 3.18425
9 13 9.197 1.93137
9 14 14.2484 2.99216
9 15 23.3571 4.90499
9 16 25.0529 5.26111
9 17 15.3823 3.23028
9 18 16.2009 3.40219
9 19 25.8816 5.43514
10 12 13.2352 2.77939
10 13 12.999 2.72979
10 14 30.7122 6.44956
10 15 24.2668 5.09603
10 16 24.7601 5.19962
10 17 13.5852 2.85289
10 18 20.3771 4.27919
10 19 22.6822 4.76326
11 13 14.1417 2.96976
11 14 22.0767 4.63611
11 15 23.5941 4.95476
11 16 24.7391 5.19521
11 17 18.8578 3.96014
11 18 35.2059 7.39324
11 19 27.2161 5.71538
12 14 23.0332 4.83697
12 15 12.6593 2.65845
12 16 17.8887 3.75663
12 17 17.4981 3.6746
12 18 32.7712 6.88195
12 19 16.8379 3.53596
13 15 28.4822 5.98126
13 16 20.4159 4.28734
13 17 28.0015 5.88032
13 18 30.8889 6.48667
13 19 36.7199 7.71118
14 16 34.4689 7.23847
14 17 29.9764 6.29504
14 18 45.8295 9.6242
14 19 37.4569 7.86595
15 17 28.962 6.08202
15 18 33.6747 7.07169
15 19 33.3171 6.99659
16 18 33.6286 7.06201
16 19 27.9567 5.87091
17 19 21.0324 4.4168
