0	0.490618	0.173988	0.036538
1	0.350139	0.234036	0.049148
2	0.269655	0.261670	0.054951
3	0.219104	0.146129	0.030687
4	0.193831	0.158592	0.033304
5	0.198043	0.174377	0.036619
6	0.177879	0.076598	0.016086
7	0.231075	0.116370	0.024438
8	0.313782	0.242160	0.050854
9	0.342686	0.201136	0.042239
10	0.403957	0.362059	0.076032
11	0.437268	0.311428	0.065400
12	0.454920	0.391332	0.082180
13	0.435585	0.166089	0.034879
14	0.443789	0.190714	0.040050
15	0.462205	0.221307	0.046475
16	0.473695	0.345954	0.072650
17	0.426996	0.302535	0.063532
18	0.590814	0.362637	0.076154
19	0.373740	0.312090	0.065539
20	0.275078	0.191393	0.040192
21	0.221640	0.196731	0.041314
22	0.212705	0.207925	0.043664
23	0.195692	0.068610	0.014408
24	0.261598	0.190822	0.040073
25	0.339849	0.282212	0.059264
26	0.339484	0.119089	0.025009
27	0.367420	0.141325	0.029678
28	0.450076	0.339876	0.071374
29	0.487751	0.296683	0.062303
30	0.505212	0.243389	0.051112
31	0.515989	0.222063	0.046633
32	0.535804	0.314737	0.066095
33	0.542194	0.253730	0.053283
34	0.487934	0.361905	0.076000
35	0.499581	0.162771	0.034182
36	0.365685	0.265749	0.055807
37	0.262768	0.238482	0.050081
38	0.229043	0.174008	0.036542
39	0.220463	0.205792	0.043216
40	0.286607	0.307651	0.064607
41	0.317623	0.361922	0.076004
42	0.330242	0.124476	0.026140
43	0.348371	0.141675	0.029752
44	0.424178	0.207419	0.043558
45	0.469840	0.164652	0.034577
46	0.495641	0.259798	0.054558
47	0.502512	0.265465	0.055748
48	0.506361	0.157747	0.033127
49	0.545063	0.175452	0.036845
50	0.506860	0.304496	0.063944
51	0.527907	0.313796	0.065897
52	0.343246	0.260027	0.054606
53	0.291557	0.317424	0.066659
54	0.219574	0.155500	0.032655
55	0.263799	0.238445	0.050073
56	0.321096	0.309604	0.065017
57	0.355811	0.241253	0.050663
58	0.369216	0.215890	0.045337
59	0.457740	0.296450	0.062254
60	0.502571	0.299624	0.062921
61	0.535403	0.280888	0.058986
62	0.553525	0.245115	0.051474
63	0.560955	0.241855	0.050790
64	0.588326	0.448368	0.094157
65	0.523830	0.472241	0.099171
66	0.506573	0.241841	0.050787
67	0.360182	0.310468	0.065198
68	0.275015	0.269523	0.056600
69	0.257596	0.204390	0.042922
70	0.310402	0.286427	0.060150
71	0.325785	0.238378	0.050059
72	0.365553	0.193270	0.040587
73	0.436895	0.426045	0.089469
74	0.497576	0.263818	0.055402
75	0.498325	0.294951	0.061940
76	0.507263	0.248497	0.052184
77	0.528537	0.281192	0.059050
78	0.537572	0.287233	0.060319
79	0.460816	0.142698	0.029967
80	0.548838	0.352257	0.073974
81	0.321810	0.210448	0.044194
82	0.269871	0.100911	0.021191
83	0.309288	0.246342	0.051732
84	0.308569	0.261468	0.054908
85	0.318679	0.286325	0.060128
86	0.355048	0.284108	0.059663
87	0.398769	0.337505	0.070876
88	0.412747	0.325208	0.068294
89	0.408799	0.209560	0.044008
90	0.488365	0.337230	0.070818
91	0.458146	0.188454	0.039575
92	0.408089	0.178575	0.037501
93	0.497354	0.304741	0.063996
94	0.352932	0.160982	0.033806
95	0.353621	0.292495	0.061424
96	0.294891	0.308693	0.064825
97	0.252526	0.127826	0.026843
98	0.240263	0.166271	0.034917
99	0.283994	0.206687	0.043404
100	0.301719	0.194126	0.040766
101	0.347608	0.342112	0.071844
102	0.389429	0.206626	0.043391
103	0.391385	0.178415	0.037467
104	0.352657	0.156318	0.032827
105	0.565840	0.366252	0.076913
106	0.424975	0.331517	0.069619
107	0.304434	0.277367	0.058247
108	0.218142	0.125793	0.026416
109	0.194782	0.187133	0.039298
110	0.222720	0.190653	0.040037
111	0.233405	0.229493	0.048194
112	0.296005	0.233159	0.048963
113	0.317726	0.239642	0.050325
114	0.355114	0.244815	0.051411
115	0.343428	0.261393	0.054892
116	0.488200	0.133260	0.027985
117	0.259630	0.082329	0.017289
118	0.187680	0.140600	0.029526
119	0.158768	0.096759	0.020319
120	0.165162	0.110715	0.023250
121	0.192615	0.230661	0.048439
122	0.222378	0.182355	0.038295
123	0.266363	0.276316	0.058026
124	0.272148	0.097069	0.020384
125	0.298750	0.235316	0.049416
126	0.457725	0.270518	0.056809
127	0.259630	0.151631	0.031843
128	0.161609	0.091970	0.019314
129	0.190254	0.142484	0.029922
130	0.201548	0.233571	0.049050
131	0.234557	0.250529	0.052611
132	0.260812	0.153823	0.032303
133	0.309014	0.162009	0.034022
134	0.331995	0.258816	0.054351
135	0.441473	0.132352	0.027794
136	0.261729	0.129990	0.027298
137	0.260714	0.307122	0.064496
138	0.220976	0.242668	0.050960
139	0.246985	0.247601	0.051996
140	0.240839	0.135852	0.028529
141	0.326774	0.203771	0.042792
142	0.323451	0.226822	0.047633
143	0.461339	0.141417	0.029698
144	0.334581	0.220767	0.046361
145	0.240766	0.235941	0.049548
146	0.239820	0.247391	0.051952
147	0.244138	0.188578	0.039601
148	0.315159	0.352059	0.073932
149	0.314406	0.272161	0.057154
150	0.523246	0.230332	0.048370
151	0.303036	0.126593	0.026585
152	0.269061	0.178887	0.037566
153	0.248305	0.174981	0.036746
154	0.315805	0.327712	0.068820
155	0.295036	0.168379	0.035360
156	0.498358	0.284822	0.059813
157	0.364436	0.204159	0.042873
158	0.322263	0.280015	0.058803
159	0.348989	0.308889	0.064867
160	0.326902	0.367199	0.077112
161	0.584495	0.344689	0.072385
162	0.413096	0.299764	0.062950
163	0.399571	0.458295	0.096242
164	0.336693	0.374569	0.078659
165	0.574252	0.289620	0.060820
166	0.419491	0.336747	0.070717
167	0.329362	0.333171	0.069966
168	0.585422	0.336286	0.070620
169	0.382424	0.279567	0.058709
170	0.509252	0.210324	0.044168
