0	0.175620	0.173988	0.036538
1	0.230145	0.234036	0.049148
2	0.271645	0.261670	0.054951
3	0.143360	0.146129	0.030687
4	0.156838	0.158592	0.033304
5	0.175107	0.174377	0.036619
6	0.076492	0.076598	0.016086
7	0.119422	0.116370	0.024438
8	0.242678	0.242160	0.050854
9	0.206406	0.201136	0.042239
10	0.337352	0.362059	0.076032
11	0.338418	0.311428	0.065400
12	0.368717	0.391332	0.082180
13	0.166916	0.166089	0.034879
14	0.191936	0.190714	0.040050
15	0.224555	0.221307	0.046475
16	0.337955	0.345954	0.072650
17	0.308819	0.302535	0.063532
18	0.371774	0.362637	0.076154
19	0.298425	0.312090	0.065539
20	0.194336	0.191393	0.040192
21	0.200057	0.196731	0.041314
22	0.210445	0.207925	0.043664
23	0.069961	0.068610	0.014408
24	0.180381	0.190822	0.040073
25	0.281118	0.282212	0.059264
26	0.123480	0.119089	0.025009
27	0.145213	0.141325	0.029678
28	0.309388	0.339876	0.071374
29	0.304391	0.296683	0.062303
30	0.246718	0.243389	0.051112
31	0.221303	0.222063	0.046633
32	0.304348	0.314737	0.066095
33	0.258359	0.253730	0.053283
34	0.348954	0.361905	0.076000
35	0.166273	0.162771	0.034182
36	0.259598	0.265749	0.055807
37	0.239666	0.238482	0.050081
38	0.174062	0.174008	0.036542
39	0.198677	0.205792	0.043216
40	0.301899	0.307651	0.064607
41	0.356050	0.361922	0.076004
42	0.125801	0.124476	0.026140
43	0.144602	0.141675	0.029752
44	0.205013	0.207419	0.043558
45	0.164017	0.164652	0.034577
46	0.268072	0.259798	0.054558
47	0.256559	0.265465	0.055748
48	0.163044	0.157747	0.033127
49	0.174528	0.175452	0.036845
50	0.307500	0.304496	0.063944
51	0.315691	0.313796	0.065897
52	0.255425	0.260027	0.054606
53	0.317047	0.317424	0.066659
54	0.156767	0.155500	0.032655
55	0.236809	0.238445	0.050073
56	0.320189	0.309604	0.065017
57	0.242968	0.241253	0.050663
58	0.209940	0.215890	0.045337
59	0.300056	0.296450	0.062254
60	0.297662	0.299624	0.062921
61	0.276827	0.280888	0.058986
62	0.248622	0.245115	0.051474
63	0.257950	0.241855	0.050790
64	0.445155	0.448368	0.094157
65	0.483692	0.472241	0.099171
66	0.232064	0.241841	0.050787
67	0.319381	0.310468	0.065198
68	0.260079	0.269523	0.056600
69	0.205745	0.204390	0.042922
70	0.295445	0.286427	0.060150
71	0.234470	0.238378	0.050059
72	0.204458	0.193270	0.040587
73	0.394337	0.426045	0.089469
74	0.282223	0.263818	0.055402
75	0.312949	0.294951	0.061940
76	0.242431	0.248497	0.052184
77	0.282347	0.281192	0.059050
78	0.288915	0.287233	0.060319
79	0.141431	0.142698	0.029967
80	0.367349	0.352257	0.073974
81	0.205223	0.210448	0.044194
82	0.099501	0.100911	0.021191
83	0.250704	0.246342	0.051732
84	0.267051	0.261468	0.054908
85	0.275122	0.286325	0.060128
86	0.294346	0.284108	0.059663
87	0.333052	0.337505	0.070876
88	0.329496	0.325208	0.068294
89	0.220515	0.209560	0.044008
90	0.330051	0.337230	0.070818
91	0.188677	0.188454	0.039575
92	0.179984	0.178575	0.037501
93	0.309711	0.304741	0.063996
94	0.163273	0.160982	0.033806
95	0.300219	0.292495	0.061424
96	0.301050	0.308693	0.064825
97	0.125800	0.127826	0.026843
98	0.171602	0.166271	0.034917
99	0.213513	0.206687	0.043404
100	0.201345	0.194126	0.040766
101	0.318211	0.342112	0.071844
102	0.213952	0.206626	0.043391
103	0.181516	0.178415	0.037467
104	0.159178	0.156318	0.032827
105	0.380315	0.366252	0.076913
106	0.318403	0.331517	0.069619
107	0.270209	0.277367	0.058247
108	0.131496	0.125793	0.026416
109	0.185298	0.187133	0.039298
110	0.195029	0.190653	0.040037
111	0.230725	0.229493	0.048194
112	0.231172	0.233159	0.048963
113	0.244175	0.239642	0.050325
114	0.244186	0.244815	0.051411
115	0.271887	0.261393	0.054892
116	0.132149	0.133260	0.027985
117	0.085041	0.082329	0.017289
118	0.141449	0.140600	0.029526
119	0.097641	0.096759	0.020319
120	0.106792	0.110715	0.023250
121	0.239179	0.230661	0.048439
122	0.188982	0.182355	0.038295
123	0.258983	0.276316	0.058026
124	0.099569	0.097069	0.020384
125	0.231205	0.235316	0.049416
126	0.272312	0.270518	0.056809
127	0.146695	0.151631	0.031843
128	0.091826	0.091970	0.019314
129	0.151060	0.142484	0.029922
130	0.243998	0.233571	0.049050
131	0.243106	0.250529	0.052611
132	0.151235	0.153823	0.032303
133	0.162177	0.162009	0.034022
134	0.258006	0.258816	0.054351
135	0.136439	0.132352	0.027794
136	0.127814	0.129990	0.027298
137	0.274045	0.307122	0.064496
138	0.256684	0.242668	0.050960
139	0.241367	0.247601	0.051996
140	0.138607	0.135852	0.028529
141	0.203512	0.203771	0.042792
142	0.228387	0.226822	0.047633
143	0.145299	0.141417	0.029698
144	0.216724	0.220767	0.046361
145	0.231234	0.235941	0.049548
146	0.242016	0.247391	0.051952
147	0.194151	0.188578	0.039601
148	0.346044	0.352059	0.073932
149	0.271219	0.272161	0.057154
150	0.236013	0.230332	0.048370
151	0.130694	0.126593	0.026585
152	0.170742	0.178887	0.037566
153	0.177388	0.174981	0.036746
154	0.326717	0.327712	0.068820
155	0.162526	0.168379	0.035360
156	0.281658	0.284822	0.059813
157	0.201913	0.204159	0.042873
158	0.284428	0.280015	0.058803
159	0.321031	0.308889	0.064867
160	0.362126	0.367199	0.077112
161	0.348895	0.344689	0.072385
162	0.294277	0.299764	0.062950
163	0.448295	0.458295	0.096242
164	0.394219	0.374569	0.078659
165	0.291184	0.289620	0.060820
166	0.329014	0.336747	0.070717
167	0.325828	0.333171	0.069966
168	0.338012	0.336286	0.070620
169	0.275716	0.279567	0.058709
170	0.208823	0.210324	0.044168
